fiches_nr,libéllé(s),illustration(s),localisation,inscription,catégorie(s),état,notice
63072-INV-0032-02,Casino - théatre (la redoute),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0032-02/63072-INV-0032-02-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0032-02/63072-INV-0032-02-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0032-02/63072-INV-0032-02-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0032-02/63072-INV-0032-02-PHOT-04-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0032-02/63072-INV-0032-02-PHOT-05-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0032-02/63072-INV-0032-02-PHOT-06-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0032-02/63072-INV-0032-02-PHOT-07-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0032-02/63072-INV-0032-02-PHOT-08-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0032-02/63072-INV-0032-02-PHOT-09-01.jpg___,"Adresse principale : Rue Royale 4, SPA (Spa)",Bien inscrit comme : Monument,"Economique, Public",État à la date de la prospection : Bon,"Remplaçant la «Redoute», célèbre maison d'assemblées au 18e siècle, le casino est un édifice de style d'inspiration néo-classique achevé en 1929.
Suite à la vogue des eaux de source, la foule attirée à Spa au 18e siècle étant de plus en plus nombreuse, les bourgmestres Deleau et Xhrouet proposèrent de faire édifier une vaste maison d'assemblées pour y organiser réunions publiques, bals et jeux. En 1762, le prince-évêque de Liège, Jean-Théodore de Bavière, accorda au magistrat de Spa le privilège exclusif de tenir une telle maison.
Le célèbre architecte liégeois Barthélemy Digneffe fut chargé, en 1763, d'édifier l'immeuble qui prit le nom de la ""Redoute"". Il s'agissait d'une vaste construction de style Louis XVI, aujourd'hui remplacée par l'actuel casino érigé à son emplacement. L'élégante façade, de six larges travées, était élevée en maçonnerie à refends au rez-de-chaussée. Limité par des pilastres à refends, le premier étage (bel étage) était éclairé par de très hautes baies rectangulaires surmontées chacune d'un panneau dans lequel s'inscrivait un motif décoratif en médaillon. L'intérieur, richement aménagé, comptait une grande salle de jeux, une salle de bals et un théâtre. Le stucateur italien Carlo Moretti compléta la décoration par des bas-reliefs en 1768. Une toiture d'ardoises percée de quatre lucarnes à fronton triangulaire couronnait le tout. Plus tard, on ajouta, en façade, un long balcon en fer forgé au niveau du premier étage.
Le 13 août 1785, l'aile droite fut incendiée ainsi que l'hôtel d'Orange, voisin immédiat. Suite à l'abolition du privilège des jeux, en 1872, l'ère de la grande prospérité spadoise tomba. C'est à cette époque que la Redoute prit le nom de Casino. De 1904 à 1910, l'ensemble du Casino et ses dépendances furent reconstruits d'après des plans de l'architecte français Alban Chambon. Englobant encore la belle salle de bal et le théâtre du 18e siècle, épargnés.
Incendié à nouveau en 1917, l'édifice fut redessiné par les architectes spadois Marcel Hansen et Marcel Paes et achevé en 1929. Construite dans le même esprit que celle du 18e siècle, la façade du Casino, d'ordonnance semblable, diffère cependant par des détails importants de la façade primitive construite par Barthélemy Digneffe: panneaux décoratifs au-dessus des baies de l'étage plus ornés, forme de la toiture différente et partiellement masquée par une balustrade de couronnement etc. Un balcon de pierre soutenu par de massives colonnes a été ajouté. Les autres façades se signalent par des rotondes et des avants-corps scandés de hautes colonnes ioniques à l'étage. Vers la rue Servais, la façade postérieure de même style présente des maçonneries enduites et peintes. 
Rue Schaltin, l'entrée des fournisseurs se signale par un élégant portail en calcaire flanqué de colonnes toscanes et couronné par un fronton courbe. L'intérieur abritant le casino, le centre culturel, un théâtre et une bibliothèque conserve d'intéressants décors de style Empire. 


BD (Actualisation IPM)


Bibliographie

SCHILS M. C., 1999. Exposition d'été. William et Marcel Hansen. Reflets de l'architecture moderne, Histoire et archéologie spadoises, Spa, Villa royale Marie-Henriette, 98,  p. 53.

KRINS V., 2009. Le patrimoine de Spa, Stavelot (Carnets du Patrimoine, 57), p. 52-53."
63072-INV-0033-01,Aucun libellé renseigné,N/A,"Adresse principale : Rue de la Sauveniere, SPA (Spa)",N/A,N/A,N/A,"A l'entrée de la rue, cascade monumentale construite en 1862 par J. Jacquet, à l'emplacement du vieux moulin banal.
En face, ""les Arcades"" ont été achevées la même année par M. Delsaux : promenoir abrité qui devait entourer tout le pâté de maisons compris entre les r. Entre-les-Ponts, du Marché et Général Bertrand.
M.M. [1893]"
63072-INV-0033-02,Fontaine - monument commémoratif,N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0033-02/63072-INV-0033-02-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0033-02/63072-INV-0033-02-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0033-02/63072-INV-0033-02-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0033-02/63072-INV-0033-02-PHOT-04-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0033-02/63072-INV-0033-02-PHOT-05-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0033-02/63072-INV-0033-02-PHOT-06-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0033-02/63072-INV-0033-02-PHOT-07-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0033-02/63072-INV-0033-02-PHOT-08-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0033-02/63072-INV-0033-02-PHOT-09-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0033-02/63072-INV-0033-02-PHOT-10-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0033-02/63072-INV-0033-02-PHOT-11-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0033-02/63072-INV-0033-02-PHOT-12-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0033-02/63072-INV-0033-02-PHOT-13-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0033-02/63072-INV-0033-02-PHOT-14-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0033-02/63072-INV-0033-02-PHOT-15-01.jpg___,"Adresse principale : Rue Rogier 8-22 (pairs) (en face), SPA (Spa)",Bien inscrit comme : Monument,Public,État à la date de la prospection : Bon,"En face des Arcades, à l'emplacement du vieux moulin banal, fontaine monumentale de style éclectique d'inspiration néo-classique édifiée en 1862. Au centre de la composition, la fontaine jaillissant d'un amas de rochers est surmontée d'un bas-relief de marbre repésentant la reine Marie-Henriette et signée Vinçotte. Couronnant le tout, un groupe en fonte représentant deux enfants portant la signature du sculpteur Jacques Jaquet et du fondeur J.G. Buckens. De part et d'autre, une balustrade en pierre est ponctuée par deux vases en fonte signés par les fondeurs Réquilé-Pecqueur, deux réverbères portant la mention: ""GHM-FRANCE/SOMMEVOIRE"". Elles se terminent par deux statues en fonte représentant des enfants chevauchant des monstres marins, signées par le sculpteur Jacques Jaquet et le fondeur J.G. Buckens. De part et d'autre de la fontaine, depuis 1896, quatre dalles portent les noms gravés de personnalités illustres ayant fréquenté Spa depuis le 16e siècle. Précédent le monument, un parterre est bordé d'une élégante grille de fonte ornée de feuilles de lierre.

BD et FDC

Bibliographie

site internet: http://www.sparealites.be/la-fontaine-monumentale"
63072-INV-0034-01,Aucun libellé renseigné,N/A,"Adresse principale : Rue de la Sauveniere 8, SPA (Spa)",N/A,N/A,N/A,"N°8. Ancien hôtel Britannique. Vaste construction en briques et calcaire, élevée en 1905. Briques claires et calcaire. Ouverte vers le parc, élégante façade arrière agrémentée de nombreux loggias et balcons en bois.	M.M. [1894]"
63072-INV-0034-02,Hôtel de voyageurs (hôtel britannique),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0034-02/63072-INV-0034-02-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0034-02/63072-INV-0034-02-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0034-02/63072-INV-0034-02-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0034-02/63072-INV-0034-02-PHOT-04-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0034-02/63072-INV-0034-02-PHOT-05-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0034-02/63072-INV-0034-02-PHOT-06-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0034-02/63072-INV-0034-02-PHOT-07-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0034-02/63072-INV-0034-02-PHOT-08-01.jpg___,"Adresse principale : Rue de la Sauveniere 8, SPA (Spa)",Bien inscrit comme : Monument,"Domestique, Public",État à la date de la prospection : Bon,"Édifié à l'emplacement d'une bâtisse dénommée à l'origine ""La Ville d'Anvers"" puis ""l'Hôtel Faller"" rebaptisé dans les années 1850 ""Grand Hôtel Britannique"", le bâtiment actuel a été achevé en 1905 pour Franz Leyh d'après des plans de l'ingénieur-architecte verviétois Émile Mouris, afin d'abriter un palace luxueux également dénommé Grand Hôtel Britannique. Rendu célèbre pour avoir accueilli, à la fin de la Première Guerre mondiale, plusieurs membres importants des quartiers généraux de l'empereur d'Allemagne Guillaume II, l'établissement a cessé ses activités en 1958. Racheté ensuite par l'État belge, il est depuis cette époque occupé par un internat de garçons. 
Implantée au pied de la rue de la Sauvenière, cette vaste construction de style éclectique en briques vernissées blanches et calcaire présente, vers la rue, une haute façade dont les trois niveaux sont soulignés par des bandeaux de pierre calcaire. Large de onze travées cette façade est ponctuée de nombreux balcons à garde-corps de ferronnerie et l'ancienne travée d'entrée, plus large, est surmontée d'un imposant oriel de deux niveaux. 
Ouverte vers le parc, l'élégante façade arrière est agrémentée de nombreux oriels et balcons en bois ainsi que de gardes-corps métallique au rez-de-chaussée. À gauche, une rotonde communiquant avec le vestibule porte le millésime de 1905. L'ensemble est coiffé de hauts toits brisés à croupes d'ardoises percés de nombreuses lucarnes dans le prolongement des travées. Le bâtiment présente la particularité d'être entièrement construit autour d'une ossature métallique non apparente. 
À l'intérieur, un vaste hall d'entrée rectangulaire prolongé par une rotonde côté jardin, donne accès, au-delà de quatre colones, à un escalier monumental pourvu d'une rampe en fer forgé d'inspiration néo-classique ainsi qu'à une ancienne salle de restaurant à droite.  Dans ce hall les appliques d'origine sont encore conservées.
La salle de l'ancien restaurant, au décor exceptionnel de style néo-rococo, consiste en une longue salle terminée par deux rotondes, éclairée par de larges baies à linteau en anse de panier encore pourvues de leurs châssis d'origine finement moulurés. Les baies sont séparées par des piliers en fort ressaut évasés dans la partie supérieure, rejoignant dans un mouvement courbe le plafond rehaussé de stucs de style d'inspiration rococo; les portes des rotondes sont surmontées de stucs finement moulurés, représentant des instruments de musique. Dans cette pièce, les baies sont vitrées vers le jardin et pourvues de miroirs de l'autre côté, ce qui amplifie l'espace général. Les stucs sont peints dans des nuances de bleu ciel léger et vieux bleu. Les appliques murales d'époque sont également conservées ainsi que le parquet.

BD


Bibliographie

BAUMONT M., 1930. L'abdication de Guillaume II, Paris, Librairie Plon.

PEETERS G., 1982. La fin du IIe Reich à Spa : des versions contradictoires, Échos de Spa-Theux, Stavelot, 36, p. 5-6.

LEDANT Br., 2002. Le Grand Hôtel Britannique. Spa. Mémoire de fin d'études. Année académique 2001-2002, Institut Supérieur d'Architecture Lambert Lombard. 

JOSEPH M., 2005. Douces nuits. Les enseignes hôtelières à Spa, Spa, p. 32 à 35."
63072-INV-0035-01,Aucun libellé renseigné,N/A,"Adresse principale : Route de La Sauveniere, SPA (Spa)",N/A,N/A,N/A,"Source de la Sauvenière. Aigre et sulfureuse, source très réputée, protégée par un édicule du XVIIIe s., en calcaire percé d'une ouverture cintrée. Joli couronnement mouluré, en forme de cloche. Pavillon octogonal en bois couvrant le tout prolongé par une galerie menant à une habitation aménagée en 1753, pour abriter les Bobelins en excursion à la Sauvenière. Importantes transformations au XIXe s.	M.M. [1895]"
63072-INV-0035-02,Fontaine - pavillon de source (source de la sauvenière),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0035-02/63072-INV-0035-02-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0035-02/63072-INV-0035-02-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0035-02/63072-INV-0035-02-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0035-02/63072-INV-0035-02-PHOT-04-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0035-02/63072-INV-0035-02-PHOT-05-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0035-02/63072-INV-0035-02-PHOT-06-01.jpg___,"Adresse principale : Rue de la Sauveniere 116 (à côté), SPA (Spa)",Bien inscrit comme : Monument,Public,État à la date de la prospection : Bon,"En retrait et en contrebas de la route, la source de la Sauvenière est protégée par un édicule en calcaire de style classique édifié au 18e siècle. Percé d'une ouverture cintrée, il est coiffé d'un couronnement mouluré, en forme de cloche. Un pavillon octogonal en bois reconstruit lors de la restauration de 1980 couvre le tout. Ce pavillon est prolongé par une galerie menant à une habitation aménagée en 1753, pour abriter les Bobelins en excursion à la Sauvenière. Cette construction en briques peintes et calaire a conservé son volume d'origine, agrandi et transformé dans ses percements aux 19e et 20e siècles.
À côté de la source de la Sauvenière, une pierre calcaire remontant peut-être au 18e siècle porte l'empreinte d'un pied attribué à saint Remacle. En effet, depuis le Moyen Âge les sources de Spa sont placées sous le patronage de saint Remacle et selon la tradition, les femmes qui venaient boire l'eau de la Source de la Sauvenière et voulaient porter un enfant dans l'année, devaient s'abreuver en plaçant leur pied droit dans l'empreinte du saint afin d'être exaucée.


BD

Bibliographie

KRINS V., 2009. Le patrimoine de Spa, Stavelot (Carnets du Patrimoine, 57), p. 43-44."
63072-INV-0036-01,Aucun libellé renseigné,N/A,"Adresse principale : Route de La Sauveniere, SPA (Spa)",N/A,N/A,N/A,"Source de Grosbeeck. Contigüe à la source de la Sauvenière, source de Grosbeeck (ainsi nommée suite à la guérison du baron de Grosbeeck qui, en 1651, fit unecure d'eau de cette source), appréciée pour sa saveur très piquante.
A son emplacement, construction en 1651, d'un monument calcaire composé de deux pilastres à refends soutenant un fronton triangulaire. Cartouche finement ouvragé portant l'inscription suivante : ""PAVLUS IOES BARO A GROSBEECK/ ARCHI. COND.SEREMA SVAE CELNIS/ CANCELLARIVS VICIANTEM A VERA/ SEPARABAT AN° 1651"". En 1776, à l'occasion d'une restauration commandée par le marquis de Croix, nouvelle niche fut ajoutée entre les deux pilastres et composée de deux autres pilastres ioniques en marbre de Saint-Remy sous un entablement en marbre blanc et noir dans lequel le restaurateur a fait regraver la phrase transcrite plus haut, suivie de: ""ALEX.LUD.MAR-CHIO DE CROIX AB UXORE CONSANGUINEUS/ RESTAURAVIT ANNO 1776"". Fronton courbe (fig. 1169). M.M."
63072-INV-0036-02,Fontaine - pavillon de source (source de grosbeeck),N/Ahttp://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0036-02/63072-INV-0036-02-PHOT-01-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0036-02/63072-INV-0036-02-PHOT-02-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0036-02/63072-INV-0036-02-PHOT-03-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0036-02/63072-INV-0036-02-PHOT-04-01.jpg___http://docum1.wallonie.be/PHOTOS/IPIC/resizes/Liege/63072/63072-INV-0036-02/63072-INV-0036-02-PHOT-05-01.jpg___,"Adresse principale : Rue de la Sauveniere 116 (à côté), SPA (Spa)",Bien inscrit comme : Monument,Public,État à la date de la prospection : Bon,"En contrebas de la route et voisine de la source de la Sauvenière, la source de Grosbeeck est ainsi nommée à la suite de la guérison du baron de Grosbeeck qui, en 1651, fit une cure d'eau de cette source.
Construit à son emplacement en 1651, un monument en calcaire de style classique composé de deux pilastres à refends soutenant un fronton triangulaire. Cartouche finement ouvragé portant l'inscription suivante : ""PAVLUS IOES BARO A GROSBEECK/ ARCHI. COND.SEREMAE SVAE CELNIR/ CANCELLARIVS VICIANTEM A VERA/ SEPARABAT AN° 1651"". En 1776, à l'occasion d'une restauration commandée par le marquis de Croix, une nouvelle niche fut ajoutée entre les deux pilastres et composée de deux autres pilastres ioniques en marbre de Saint-Remy sous un entablement en marbre blanc et noir dans lequel le restaurateur a fait regraver la phrase transcrite plus haut, suivie de: ""ALEX.LUD.MAR-CHIO DE CROIX AB UXORE CONSANGUINEUS/ RESTAURAVIT ANNO 1776"". Fronton courbe 

BD (actualisation IPM)

Bibliographie

KRINS V., 2009. Le patrimoine de Spa, Stavelot (Carnets du Patrimoine, 57), p. 44."
63072-INV-0037-01,Aucun libellé renseigné,N/A,"Adresse principale : Parc Des Sept Heures, SPA (Spa)",N/A,N/A,N/A,"Galerie Léopold II et pavillon des Petits-Jeux
Vaste promenoir couvert, inauguré en 1878, formé d'une construction métallique jadis entièrement vitrée, due à l'architecte W. Hansen. Un pavillon de deux niveaux termine le promenoir à chaque extrémité : le pavillon des Petits-Jeux côté place Royale, un autre sans fonction bien précise vers le parc.
Façades des pavillons en briques, rythmées par des pilastres à refends en calcaire. Une petite galerie couverte, légèrement surélevée, les entoure. Le promenoir connut un vif succès en son temps: à deux reprises, il fut agrandi pour satisfaire une foule de plus en plus nombreuse (fig. 1170, 1171). JACOB, o.c. M.M."
